product_id,product_name,brand,category,original_price,sale_price,rating_count,frequently_bought,shop_type,discount_percent,platform,thumbnail_url,source_platform,product_url,crawl_timestamp
p40266,tạm hết hàng,lotte mart supermarket,Thực phẩm đông lạnh,74900,74900,334.0,,Lotte Mart,0.0,LotteMart_Dataset_Selenium,https://www.lottemart.vn/media/catalog/product/cache/300x300/8/9/8938511518122-1.jpg.webp,,https://www.lottemart.vn/vi-gvp/product/pizza-dasumy-vi-ga-200g-8938511518122-p40266,
p38507,tạm hết hàng,lotte mart supermarket,Thực phẩm đông lạnh,264300,264300,494.0,,Lotte Mart,0.0,LotteMart_Dataset_Selenium,https://www.lottemart.vn/media/catalog/product/cache/300x300/8/9/8938511245400-1.jpg.webp,,https://www.lottemart.vn/vi-gvp/product/dui-sau-cebo-cat-lat-100g-8938511245400-p38507,
p25996,tạm hết hàng,lotte mart supermarket,Thực phẩm đông lạnh,10800,10800,96.0,,Lotte Mart,0.0,LotteMart_Dataset_Selenium,https://www.lottemart.vn/media/catalog/product/cache/300x300/8/9/8936034876415-1.jpg.webp,,https://www.lottemart.vn/vi-gvp/product/heo-cao-boi-cheese-and-corn-flavored-sterilized-sausage-56g-8936034876415-p25996,
p22621,tạm hết hàng,lotte mart supermarket,Thực phẩm đông lạnh,43800,43800,168.0,,Lotte Mart,0.0,LotteMart_Dataset_Selenium,https://www.lottemart.vn/media/catalog/product/cache/300x300/8/9/8934572421999.jpg.webp,,https://www.lottemart.vn/vi-gvp/product/vissan-shrimp-lotus-seed-spring-roll-320g-8934572421999-p22621,
p19064,tạm hết hàng,lotte mart supermarket,Thực phẩm đông lạnh,113900,113900,111.0,,Lotte Mart,0.0,LotteMart_Dataset_Selenium,https://www.lottemart.vn/media/catalog/product/cache/300x300/8/9/8938505113081.jpg.webp,,https://www.lottemart.vn/vi-gvp/product/frissta-beef-bacon-pizza-370g-8938505113081-p19064,
p7823,tạm hết hàng,lotte mart supermarket,Thực phẩm đông lạnh,93000,93000,434.0,,Lotte Mart,0.0,LotteMart_Dataset_Selenium,https://www.lottemart.vn/media/catalog/product/cache/300x300/8/9/8935058910860-1.jpg.webp,,https://www.lottemart.vn/vi-gvp/product/xuc-xich-duc-bucher-goi-450g-8935058910860-p7823,
p7705,tạm hết hàng,lotte mart supermarket,Thực phẩm đông lạnh,109100,109100,367.0,,Lotte Mart,0.0,LotteMart_Dataset_Selenium,https://www.lottemart.vn/media/catalog/product/cache/300x300/8/9/8938524577468.jpg.webp,,https://www.lottemart.vn/vi-gvp/product/xuc-xich-cocktail-shinshu-500g-8938524577468-p7705,
p7525,tạm hết hàng,lotte mart supermarket,Thực phẩm đông lạnh,174900,174900,110.0,,Lotte Mart,0.0,LotteMart_Dataset_Selenium,https://www.lottemart.vn/media/catalog/product/cache/300x300/3/4/3466250039394-1.jpg.webp,,https://www.lottemart.vn/vi-gvp/product/xuc-xich-kho-mini-sticks-chevre-piment-d-espelette-auvernou-100g-3466250039394-p7525,
p7438,tạm hết hàng,lotte mart supermarket,Thực phẩm đông lạnh,152900,152900,95.0,,Lotte Mart,0.0,LotteMart_Dataset_Selenium,https://www.lottemart.vn/media/catalog/product/cache/300x300/8/4/8424736901295.jpg.webp,,https://www.lottemart.vn/vi-gvp/product/xuc-xich-kho-salchichon-iberico-cebo-100g-8424736901295-p7438,
p591,tạm hết hàng,lotte mart supermarket,Thực phẩm đông lạnh,206900,206900,292.0,,Lotte Mart,0.0,LotteMart_Dataset_Selenium,https://www.lottemart.vn/media/catalog/product/cache/300x300/8/9/8934585003144-1.jpg.webp,,https://www.lottemart.vn/vi-gvp/product/ha-cao-mini-top-v-1-2kg-8934585003144-p591,
p231233,bông cải trắng cắt khúc 365 fresh 200g,lotte mart supermarket,Thực phẩm sơ chế,44900,44900,83.0,,Lotte Mart,0.0,LotteMart_Dataset_Selenium,https://www.lottemart.vn/media/catalog/product/cache/300x300/8/9/8936049694219-1.jpg.webp,,https://www.lottemart.vn/vi-gvp/product/f365-bong-cai-trang-c-khuc-200g-8936049694219-p231233,
p228895,canh chua đóng khay 500g (ea),lotte mart supermarket,Thực phẩm sơ chế,28900,28900,140.0,,Lotte Mart,0.0,LotteMart_Dataset_Selenium,https://www.lottemart.vn/media/catalog/product/cache/300x300/0/4/0400083550001.jpg.webp,,https://www.lottemart.vn/vi-gvp/product/canh-chua-dong-khay-500g-8936123160807-p228895,
p67986,cá ba sa kho tộ (ea),lotte mart supermarket,Thực phẩm sơ chế,49000,49000,75.0,,Lotte Mart,0.0,LotteMart_Dataset_Selenium,https://www.lottemart.vn/media/catalog/product/cache/300x300/0/4/0400291710006-1.jpg.webp,,https://www.lottemart.vn/vi-gvp/product/ca-basa-kho-to-0400291710006-p67986,
p88106,canh chua cá diêu hồng,lotte mart supermarket,Thực phẩm sơ chế,69000,69000,351.0,,Lotte Mart,0.0,LotteMart_Dataset_Selenium,https://www.lottemart.vn/media/catalog/product/cache/300x300/0/4/0400297230003-1.jpg.webp,,https://www.lottemart.vn/vi-gvp/product/ca-dieu-hong-nau-canh-chua-0400297230003-p88106,
p8433,cải chua cắt sợi gói 350g (ea),lotte mart supermarket,Thực phẩm sơ chế,26100,26100,398.0,,Lotte Mart,0.0,LotteMart_Dataset_Selenium,https://www.lottemart.vn/media/catalog/product/cache/300x300/8/9/8938524169090-1.jpg.webp,,https://www.lottemart.vn/vi-gvp/product/cai-chua-cat-soi-goi-350g-8938524169090-p8433,
p71747,cá ba sa nấu canh chua 365 fresh (ea),lotte mart supermarket,Thực phẩm sơ chế,45000,45000,239.0,,Lotte Mart,0.0,LotteMart_Dataset_Selenium,https://www.lottemart.vn/media/amasty/amlabel/Giao_60P_VN_RIGHT_1.png,,https://www.lottemart.vn/vi-gvp/product/ca-basa-nau-canh-chua-0400297220004-p71747,
p88111,cá lóc kho tộ 470g,lotte mart supermarket,Thực phẩm sơ chế,65000,65000,239.0,,Lotte Mart,0.0,LotteMart_Dataset_Selenium,https://www.lottemart.vn/media/amasty/amlabel/Giao_60P_VN_RIGHT_1.png,,https://www.lottemart.vn/vi-gvp/product/ca-loc-kho-to-0400291720005-p88111,
p8435,cải chua ngọn gói 500g (ea),lotte mart supermarket,Thực phẩm sơ chế,39500,39500,74.0,,Lotte Mart,0.0,LotteMart_Dataset_Selenium,,,https://www.lottemart.vn/vi-gvp/product/cai-chua-ngon-goi-500g-8938524169083-p8435,
p8420,khoai mì làm sạch an lạc 300g (ea),lotte mart supermarket,Thực phẩm sơ chế,23900,23900,194.0,,Lotte Mart,0.0,LotteMart_Dataset_Selenium,,,https://www.lottemart.vn/vi-gvp/product/khoai-mi-lam-sach-an-lac-300g-8936204030135-p8420,
p1879,măng lay tây bắc kim bôi 300g (ea),lotte mart supermarket,Thực phẩm sơ chế,39900,39900,263.0,,Lotte Mart,0.0,LotteMart_Dataset_Selenium,,,https://www.lottemart.vn/vi-gvp/product/sp-mang-lay-tay-bac-kb-300g-8938500075117-p1879,
p1878,măng nứa khô kim bôi gói 500g (ea),lotte mart supermarket,Thực phẩm sơ chế,72900,72900,492.0,,Lotte Mart,0.0,LotteMart_Dataset_Selenium,,,https://www.lottemart.vn/vi-gvp/product/sp-mang-nua-kho-kim-boi-500g-8938500075100-p1878,
p8453,măng muối ớt dổi kim bôi 400g,lotte mart supermarket,Thực phẩm sơ chế,23900,23900,72.0,,Lotte Mart,0.0,LotteMart_Dataset_Selenium,,,https://www.lottemart.vn/vi-gvp/product/mang-muoi-ot-doi-kim-boi-hop-470g-8938500075568-p8453,
p8452,măng trúc đại yên tử kim bôi gói 500g (ea),lotte mart supermarket,Thực phẩm sơ chế,55600,55600,371.0,,Lotte Mart,0.0,LotteMart_Dataset_Selenium,https://www.lottemart.vn/media/amasty/amlabel/Giao_60P_VN_RIGHT_1.png,,https://www.lottemart.vn/vi-gvp/product/mang-truc-dai-yen-tu-kim-boi-goi-500g-8938500075544-p8452,
p1877,măng lưỡi lợn khô kim bôi 500g (ea),lotte mart supermarket,Thực phẩm sơ chế,55600,55600,58.0,,Lotte Mart,0.0,LotteMart_Dataset_Selenium,,,https://www.lottemart.vn/vi-gvp/product/sp-mang-luoi-lon-kho-kb-500g-8938500075285-p1877,
p1875,măng chua thái sẵn kim bôi gói 300g (ea),lotte mart supermarket,Thực phẩm sơ chế,28900,28900,64.0,,Lotte Mart,0.0,LotteMart_Dataset_Selenium,,,https://www.lottemart.vn/vi-gvp/product/sp-mang-chua-thai-san-kb300g-8938500075056-p1875,
p1876,măng nứa tươi kim bôi gói 500g (ea),lotte mart supermarket,Thực phẩm sơ chế,33500,33500,330.0,,Lotte Mart,0.0,LotteMart_Dataset_Selenium,,,https://www.lottemart.vn/vi-gvp/product/sp-mang-nua-tuoi-kb-500g-8938500075070-p1876,
p68785,bò ôm sả freshfoco 300g,lotte mart supermarket,Thực phẩm sơ chế,77000,77000,285.0,,Lotte Mart,0.0,LotteMart_Dataset_Selenium,,,https://www.lottemart.vn/vi-gvp/product/bo-om-sa-freshfoco-300g-8936190860617-p68785,
p220549,combo rau tươi nấu lẩu khổ qua an lạc 500g,lotte mart supermarket,Thực phẩm sơ chế,39900,39900,418.0,,Lotte Mart,0.0,LotteMart_Dataset_Selenium,,,https://www.lottemart.vn/vi-gvp/product/an-lac-fresh-bitter-melon-hotpot-vegetable-combo-500g-8936204031644-p220549,
p230678,cá ngừ kho thơm 660g (ea),lotte mart supermarket,Thực phẩm sơ chế,79000,79000,39.0,,Lotte Mart,0.0,LotteMart_Dataset_Selenium,https://www.lottemart.vn/media/amasty/amlabel/Giao_60P_VN_RIGHT_1.png,,https://www.lottemart.vn/vi-gvp/product/660g-ea-0400307500003-p230678,
p237129,đậu trắng tươi 365 fresh 100g,lotte mart supermarket,Thực phẩm sơ chế,21900,21900,102.0,,Lotte Mart,0.0,LotteMart_Dataset_Selenium,,,https://www.lottemart.vn/vi-gvp/product/dau-trang-tuoi-365-fresh-8936204030876-p237129,
p233294,hoành thánh nhân tôm thịt freshfoco 330g,lotte mart supermarket,Thực phẩm sơ chế,79000,79000,344.0,,Lotte Mart,0.0,LotteMart_Dataset_Selenium,,,https://www.lottemart.vn/vi-gvp/product/hoanh-thanh-nhan-tom-thit-freshfoco-330g-8936190861539-p233294,
p233285,mỡ heo sạch nguyên chất meat deli hũ 330g,lotte mart supermarket,Thực phẩm sơ chế,46900,46900,14.0,,Lotte Mart,0.0,LotteMart_Dataset_Selenium,https://www.lottemart.vn/media/amasty/amlabel/Giao_60P_VN_RIGHT_1.png,,https://www.lottemart.vn/vi-gvp/product/mo-heo-sach-nguyen-chat-meatdeli-330g-8936034877856-p233285,
p220551,khổ qua nhồi thịt 370g,lotte mart supermarket,Thực phẩm sơ chế,59000,59000,391.0,,Lotte Mart,0.0,LotteMart_Dataset_Selenium,,,https://www.lottemart.vn/vi-gvp/product/kho-qua-nhoi-thit-370g-8936190861041-p220551,
p231237,bắp cải tím cắt sợi 365 fresh 200g,lotte mart supermarket,Thực phẩm sơ chế,31900,31900,71.0,,Lotte Mart,0.0,LotteMart_Dataset_Selenium,https://www.lottemart.vn/media/amasty/amlabel/Giao_60P_VN_RIGHT_1.png,,https://www.lottemart.vn/vi-gvp/product/f365-bap-cai-tim-cat-soi-200g-8936049694240-p231237,
p231234,hỗn hợp bắp cải thái sợi 365 fresh 200g,lotte mart supermarket,Thực phẩm sơ chế,31500,31500,441.0,,Lotte Mart,0.0,LotteMart_Dataset_Selenium,https://www.lottemart.vn/media/amasty/amlabel/Giao_60P_VN_RIGHT_1.png,,https://www.lottemart.vn/vi-gvp/product/f365-hh-bap-cai-thai-soi-tim-trang-200g-8936049694264-p231234,
p231232,hỗn hợp bắp cải và cà rốt thái sợi 365 fresh 200g,lotte mart supermarket,Thực phẩm sơ chế,22900,22900,458.0,,Lotte Mart,0.0,LotteMart_Dataset_Selenium,https://www.lottemart.vn/media/amasty/amlabel/Giao_60P_VN_RIGHT_1.png,,https://www.lottemart.vn/vi-gvp/product/f365-hh-bap-cai-ca-rot-thai-soi-200g-8936049694271-p231232,
p231231,bắp cải trắng cắt sợi 365 fresh 200g,lotte mart supermarket,Thực phẩm sơ chế,24900,24900,389.0,,Lotte Mart,0.0,LotteMart_Dataset_Selenium,https://www.lottemart.vn/media/amasty/amlabel/Giao_60P_VN_RIGHT_1.png,,https://www.lottemart.vn/vi-gvp/product/f365-bap-cai-trang-cat-soi-200g-8936049694233-p231231,
p231230,bông cải xanh cắt khúc 365 fresh 200g,lotte mart supermarket,Thực phẩm sơ chế,43900,43900,317.0,,Lotte Mart,0.0,LotteMart_Dataset_Selenium,https://www.lottemart.vn/media/amasty/amlabel/Giao_60P_VN_RIGHT_1.png,,https://www.lottemart.vn/vi-gvp/product/f365-bong-cai-xanh-cat-khuc-200g-8936049694202-p231230,
p231227,hỗn hợp bông cải xanh và bông cải trắng 365 fresh 200g,lotte mart supermarket,Thực phẩm sơ chế,44900,44900,467.0,,Lotte Mart,0.0,LotteMart_Dataset_Selenium,https://www.lottemart.vn/media/amasty/amlabel/Giao_60P_VN_RIGHT_1.png,,https://www.lottemart.vn/vi-gvp/product/f365-hh-bong-cai-xanh-trang-200g-8936049694257-p231227,
p231225,cải thảo cắt khúc 365 fresh 200g,lotte mart supermarket,Thực phẩm sơ chế,24900,24900,195.0,,Lotte Mart,0.0,LotteMart_Dataset_Selenium,https://www.lottemart.vn/media/amasty/amlabel/Giao_60P_VN_RIGHT_1.png,,https://www.lottemart.vn/vi-gvp/product/f365-cai-thao-cat-khuc-200g-8936049694226-p231225,
p228657,khoai mỡ cắt lát 300g (ea),lotte mart supermarket,Thực phẩm sơ chế,24900,24900,172.0,,Lotte Mart,0.0,LotteMart_Dataset_Selenium,https://www.lottemart.vn/media/amasty/amlabel/Giao_60P_VN_RIGHT_1.png,,https://www.lottemart.vn/vi-gvp/product/canh-khoai-mo-300g-8936138400257-p228657,
p228858,bí đỏ cắt sẵn 350g (ea),lotte mart supermarket,Thực phẩm sơ chế,16900,16900,283.0,,Lotte Mart,0.0,LotteMart_Dataset_Selenium,https://www.lottemart.vn/media/amasty/amlabel/Giao_60P_VN_RIGHT_1.png,,https://www.lottemart.vn/vi-gvp/product/canh-bi-do-350g-8936138400066-p228858,
p8584,măng trúc đặc sản kim bôi gói 300g (ea),lotte mart supermarket,Thực phẩm sơ chế,41100,41100,469.0,,Lotte Mart,0.0,LotteMart_Dataset_Selenium,https://www.lottemart.vn/media/catalog/product/cache/300x300/8/9/8938500075247.jpg.webp,,https://www.lottemart.vn/vi-gvp/product/mang-truc-dac-san-kim-boi-goi-300g-8938500075247-p8584,
p231229,tạm hết hàng,lotte mart supermarket,Thực phẩm sơ chế,27900,27900,308.0,,Lotte Mart,0.0,LotteMart_Dataset_Selenium,https://www.lottemart.vn/media/catalog/product/cache/300x300/8/9/8936049694288-1.jpg.webp,,https://www.lottemart.vn/vi-gvp/product/f365-ca-rot-thai-soi-200g-8936049694288-p231229,
p10197,muối tinh iod 1kg,lotte mart supermarket,"Dầu ăn, gia vị",12900,12900,353.0,,Lotte Mart,0.0,LotteMart_Dataset_Selenium,https://www.lottemart.vn/media/amasty/amlabel/Giao_Ngo_i_Th_nh_vn_3.png,,https://www.lottemart.vn/vi-gvp/product/muoi-tinh-iod-1kg-8938503845069-p10197,
p9966,giấm táo chai cj 500ml,lotte mart supermarket,"Dầu ăn, gia vị",33200,33200,171.0,,Lotte Mart,0.0,LotteMart_Dataset_Selenium,https://www.lottemart.vn/media/amasty/amlabel/Giao_Ngo_i_Th_nh_vn_3.png,,https://www.lottemart.vn/vi-gvp/product/giam-tao-chai-cj-500ml-8801007168760-p9966,
p49104,muối hồng himalaya ông chà và hũ 600g,lotte mart supermarket,"Dầu ăn, gia vị",50900,50900,111.0,,Lotte Mart,0.0,LotteMart_Dataset_Selenium,https://www.lottemart.vn/media/amasty/amlabel/Giao_Ngo_i_Th_nh_vn_3.png,,https://www.lottemart.vn/vi-gvp/product/muoi-hong-hymalaya-ong-cha-va-600g-8934781012926-p49104,
p9669,dầu ăn thượng hạng neptune light chai 1l,lotte mart supermarket,"Dầu ăn, gia vị",64900,64900,489.0,,Lotte Mart,0.0,LotteMart_Dataset_Selenium,https://www.lottemart.vn/media/amasty/amlabel/Giao_60P_VN_RIGHT_1.png,,https://www.lottemart.vn/vi-gvp/product/dau-an-neptune-light-chai-1l-8934988012026-p9669,
p9210,muối tinh visachef 1kg,lotte mart supermarket,"Dầu ăn, gia vị",12900,12900,118.0,,Lotte Mart,0.0,LotteMart_Dataset_Selenium,https://www.lottemart.vn/media/amasty/amlabel/Giao_Ngo_i_Th_nh_vn_3.png,,https://www.lottemart.vn/vi-gvp/product/muoi-tinh-visachef-1kg-8935002800070-p9210,
p9209,muối tinh i-ốt bình định 500g,lotte mart supermarket,"Dầu ăn, gia vị",7900,7900,427.0,,Lotte Mart,0.0,LotteMart_Dataset_Selenium,https://www.lottemart.vn/media/amasty/amlabel/Giao_Ngo_i_Th_nh_vn_3.png,,https://www.lottemart.vn/vi-gvp/product/muoi-tinh-i-ot-binh-dinh-500g-8935002800032-p9209,
p9757,giấm gạo ottogi chai 450ml,lotte mart supermarket,"Dầu ăn, gia vị",24000,24000,200.0,,Lotte Mart,0.0,LotteMart_Dataset_Selenium,https://www.lottemart.vn/media/catalog/product/cache/300x300/8/9/8936049051333.jpg.webp,,https://www.lottemart.vn/vi-gvp/product/giam-gao-ottogi-chai-450ml-8936049051333-p9757,
p9141,dầu ô liu latino bella nguyên chất chai 1l,lotte mart supermarket,"Dầu ăn, gia vị",483500,483500,408.0,,Lotte Mart,0.0,LotteMart_Dataset_Selenium,https://www.lottemart.vn/media/catalog/product/cache/300x300/8/9/8935134590009.jpg.webp,,https://www.lottemart.vn/vi-gvp/product/dau-olive-nguyen-chat-latino-bella-1l-8935134590009-p9141,
p4742,xốt ướp bò bulgogi bò beksul hũ 290g,lotte mart supermarket,"Dầu ăn, gia vị",37000,37000,471.0,,Lotte Mart,0.0,LotteMart_Dataset_Selenium,https://www.lottemart.vn/media/catalog/product/cache/300x300/8/8/8801007176321-1-1.jpg.webp,,https://www.lottemart.vn/vi-gvp/product/kr-xot-uop-bo-beksul-290g-8801007176321-p4742,
p4320,sốt mì ý golden farm hũ 370g,lotte mart supermarket,"Dầu ăn, gia vị",58900,58900,380.0,,Lotte Mart,0.0,LotteMart_Dataset_Selenium,https://www.lottemart.vn/media/amasty/amlabel/Giao_Ngo_i_Th_nh_vn_3.png,,https://www.lottemart.vn/vi-gvp/product/sot-spaghetti-370g-8935118307210-p4320,
p10201,muối sấy iod vietsalt 500g,lotte mart supermarket,"Dầu ăn, gia vị",8500,8500,293.0,,Lotte Mart,0.0,LotteMart_Dataset_Selenium,,,https://www.lottemart.vn/vi-gvp/product/muoi-say-iod-vietsalt-500g-8938503845052-p10201,
p9098,nước xốt mè rang kewpie chai 210ml,lotte mart supermarket,"Dầu ăn, gia vị",55500,55500,34.0,,Lotte Mart,0.0,LotteMart_Dataset_Selenium,https://www.lottemart.vn/media/amasty/amlabel/Giao_Ngo_i_Th_nh_vn_3.png,,https://www.lottemart.vn/vi-gvp/product/nuoc-sot-me-rang-kewpie-210ml-8936066340229-p9098,
p9285,sốt mayonaise kewpie ít béo gói 300g,lotte mart supermarket,"Dầu ăn, gia vị",51100,51100,302.0,,Lotte Mart,0.0,LotteMart_Dataset_Selenium,https://www.lottemart.vn/media/amasty/amlabel/Giao_Ngo_i_Th_nh_vn_3.png,,https://www.lottemart.vn/vi-gvp/product/sot-mayonaise-kewpie-it-beo-goi-300g-8936066340120-p9285,
p5967,mù tạt vàng american garden chai 227g,lotte mart supermarket,"Dầu ăn, gia vị",59900,59900,432.0,,Lotte Mart,0.0,LotteMart_Dataset_Selenium,https://www.lottemart.vn/media/amasty/amlabel/Giao_Ngo_i_Th_nh_vn_3.png,,https://www.lottemart.vn/vi-gvp/product/mu-tat-vang-a-garden-227g-0017273502551-p5967,
p10200,muối sấy iod viet salt 1kg,lotte mart supermarket,"Dầu ăn, gia vị",12900,12900,167.0,,Lotte Mart,0.0,LotteMart_Dataset_Selenium,https://www.lottemart.vn/media/amasty/amlabel/Giao_Ngo_i_Th_nh_vn_6.png,,https://www.lottemart.vn/vi-gvp/product/muoi-say-iod-viet-salt-1kg-8938503845045-p10200,
p4321,sốt mì spaghetti golden farm 820g,lotte mart supermarket,"Dầu ăn, gia vị",117500,117500,185.0,,Lotte Mart,0.0,LotteMart_Dataset_Selenium,https://www.lottemart.vn/media/amasty/amlabel/Giao_Ngo_i_Th_nh_vn_6.png,,https://www.lottemart.vn/vi-gvp/product/sot-spaghetti-820g-8935118307319-p4321,
p9552,gia vị nêm sẵn lẩu kim chi aji quick ajinomoto 44g,omo,"Dầu ăn, gia vị",9500,9500,340.0,,Lotte Mart,0.0,LotteMart_Dataset_Selenium,https://www.lottemart.vn/media/amasty/amlabel/Giao_Ngo_i_Th_nh_vn_3.png,,https://www.lottemart.vn/vi-gvp/product/gia-vi-nem-san-lau-kim-chi-aji-quick-ajinomoto-44g-8935039513288-p9552,
p41674,nước tương chinsu đậu nành nấm shiitake 330ml,chinsu,"Dầu ăn, gia vị",17500,17500,242.0,,Lotte Mart,0.0,LotteMart_Dataset_Selenium,https://www.lottemart.vn/media/amasty/amlabel/Giao_Ngo_i_Th_nh_vn_6.png,,https://www.lottemart.vn/vi-gvp/product/nt-chin-su-dau-nanh-nam-shitake-330ml-8936136163017-p41674,
p10138,muối biển iod vietsalt tân nhạn dương gói 1kg,lotte mart supermarket,"Dầu ăn, gia vị",12900,12900,328.0,,Lotte Mart,0.0,LotteMart_Dataset_Selenium,https://www.lottemart.vn/media/amasty/amlabel/Giao_Ngo_i_Th_nh_vn_6.png,,https://www.lottemart.vn/vi-gvp/product/muoi-bien-iod-vietsalt-tan-nhan-duong-goi-1kg-8938503845038-p10138,
p139,xốt teriyaki ottogi chai 310g,lotte mart supermarket,"Dầu ăn, gia vị",29800,29800,112.0,,Lotte Mart,0.0,LotteMart_Dataset_Selenium,https://www.lottemart.vn/media/amasty/amlabel/Giao_Ngo_i_Th_nh_vn_6.png,,https://www.lottemart.vn/vi-gvp/product/xot-teriyaki-ottogi-310g-8936049050961-p139,
p9724,bột gia vị ngũ vị hương natural dh foods gói 10g,lotte mart supermarket,"Dầu ăn, gia vị",6500,6500,304.0,,Lotte Mart,0.0,LotteMart_Dataset_Selenium,,,https://www.lottemart.vn/vi-gvp/product/bot-gia-vi-ngu-vi-huong-natural-dh-foods-goi-10g-8936079284404-p9724,
p46840,muối tiêu tây ninh choice l 145g,choice l,"Dầu ăn, gia vị",25500,25500,467.0,,Lotte Mart,0.0,LotteMart_Dataset_Selenium,https://www.lottemart.vn/media/amasty/amlabel/Giao_Ngo_i_Th_nh_vn_6.png,,https://www.lottemart.vn/vi-gvp/product/cl-muoi-tieu-tay-ninh-145g-8936079287283-p46840,
p6742,bột ớt hàn quốc taekyung gói 454g,lotte mart supermarket,"Dầu ăn, gia vị",172800,172800,221.0,,Lotte Mart,0.0,LotteMart_Dataset_Selenium,https://www.lottemart.vn/media/amasty/amlabel/Giao_Ngo_i_Th_nh_vn_3.png,,https://www.lottemart.vn/vi-gvp/product/bot-ot-han-quoc-taekyung-goi-454g-8809061670380-p6742,
p6706,nước xốt mè rang kewpie chai 500ml,lotte mart supermarket,"Dầu ăn, gia vị",125600,125600,370.0,,Lotte Mart,0.0,LotteMart_Dataset_Selenium,https://www.lottemart.vn/media/amasty/amlabel/Giao_Ngo_i_Th_nh_vn_3.png,,https://www.lottemart.vn/vi-gvp/product/nuoc-xot-me-rang-kewpie-chai-500ml-8936066340984-p6706,
p10309,sốt teriyaki choice l 310g,choice l,"Dầu ăn, gia vị",26600,26600,259.0,,Lotte Mart,0.0,LotteMart_Dataset_Selenium,https://www.lottemart.vn/media/amasty/amlabel/Giao_Ngo_i_Th_nh_vn_3.png,,https://www.lottemart.vn/vi-gvp/product/sot-teriyaki-choice-l-310g-8936049051173-p10309,
p10073,sốt mè rang golden farm 250ml,lotte mart supermarket,"Dầu ăn, gia vị",52500,52500,29.0,,Lotte Mart,0.0,LotteMart_Dataset_Selenium,https://www.lottemart.vn/media/catalog/product/cache/300x300/8/9/8935118341146.jpg.webp,,https://www.lottemart.vn/vi-gvp/product/sot-me-rang-golden-farm-250ml-8935118341146-p10073,
p9416,dầu hào lee kum kee kum chun chai 255g,lotte mart supermarket,"Dầu ăn, gia vị",24500,24500,395.0,,Lotte Mart,0.0,LotteMart_Dataset_Selenium,https://www.lottemart.vn/media/catalog/product/cache/300x300/0/0/0078895155310.jpg.webp,,https://www.lottemart.vn/vi-gvp/product/dau-hao-lee-kum-kee-kum-chun-chai-255g-0078895155310-p9416,
p10043,ớt sa tế lee kum kee chai 205g,lotte mart supermarket,"Dầu ăn, gia vị",56900,56900,237.0,,Lotte Mart,0.0,LotteMart_Dataset_Selenium,https://www.lottemart.vn/media/catalog/product/cache/300x300/0/0/0078895743050.jpg.webp,,https://www.lottemart.vn/vi-gvp/product/ot-sa-te-lee-kum-kee-chai-205g-0078895743050-p10043,
p5839,sa tế tôm cholimex chai 90g,lotte mart supermarket,"Dầu ăn, gia vị",9900,9900,166.0,,Lotte Mart,0.0,LotteMart_Dataset_Selenium,https://www.lottemart.vn/media/catalog/product/cache/300x300/8/9/8934637514314.jpg.webp,,https://www.lottemart.vn/vi-gvp/product/sate-tom-cholimex-90g-8934637514314-p5839,
p49206,viên gia vị bò kho ông chà và gold 126g,lotte mart supermarket,"Dầu ăn, gia vị",18200,18200,140.0,,Lotte Mart,0.0,LotteMart_Dataset_Selenium,,,https://www.lottemart.vn/vi-gvp/product/vien-gia-vi-bo-kho-ong-cha-va-gold-126g-8934781065045-p49206,
p5569,dấm táo american garden 473ml,lotte mart supermarket,"Dầu ăn, gia vị",59900,59900,260.0,,Lotte Mart,0.0,LotteMart_Dataset_Selenium,https://www.lottemart.vn/media/amasty/amlabel/Giao_Ngo_i_Th_nh_vn_3.png,,https://www.lottemart.vn/vi-gvp/product/giam-tao-american-garden-473ml-0717273501782-p5569,
p61618,tiêu đen xay lotte mart lọ 100g,lotte mart supermarket,"Dầu ăn, gia vị",47500,47500,133.0,,Lotte Mart,0.0,LotteMart_Dataset_Selenium,https://www.lottemart.vn/media/amasty/amlabel/Giao_Ngo_i_Th_nh_vn_3.png,,https://www.lottemart.vn/vi-gvp/product/choice-l-ground-black-pepper-100g-8936079287306-p61618,
p10089,sốt ớt tabasco 150ml,lotte mart supermarket,"Dầu ăn, gia vị",172500,172500,153.0,,Lotte Mart,0.0,LotteMart_Dataset_Selenium,https://www.lottemart.vn/media/amasty/amlabel/Giao_Ngo_i_Th_nh_vn_3.png,,https://www.lottemart.vn/vi-gvp/product/sot-ot-tabasco-150ml-0011210000155-p10089,
p9765,nước xốt mè rang kewpie chanh yuzu & tắc 210ml,lotte mart supermarket,"Dầu ăn, gia vị",56500,56500,219.0,,Lotte Mart,0.0,LotteMart_Dataset_Selenium,https://www.lottemart.vn/media/amasty/amlabel/Giao_Ngo_i_Th_nh_vn_6.png,,https://www.lottemart.vn/vi-gvp/product/nuoc-xot-me-rang-kewpie-chanh-yuzu-tac-210ml-8936066341226-p9765,
p9024,gia vị lẩu thái cholimex chai 280g,lotte mart supermarket,"Dầu ăn, gia vị",21500,21500,436.0,,Lotte Mart,0.0,LotteMart_Dataset_Selenium,https://www.lottemart.vn/media/amasty/amlabel/Giao_Ngo_i_Th_nh_vn_3.png,,https://www.lottemart.vn/vi-gvp/product/gia-vi-lau-thai-cholimex-chai-280g-8934637514932-p9024,
